Mobile,Route,Community,Stop,Address,Longitude,Latitude,Date,Day,Frequency,Start,End,Timetable
Ivybridge,Ivybridge1Monday,South Brent,Old School,"Old School, South Brent",-3.833314,50.425791,2017-01-30,Monday,4,13:00,15:00,
Ivybridge,Ivybridge1Monday,South Brent,Station Approach,"Station Approach, South Brent",-3.834564,50.428185,2017-01-30,Monday,4,15:05,15:35,
Ivybridge,Ivybridge1Monday,South Brent,Exeter Road,"Exeter Road, South Brent",-3.82734,50.425532,2017-01-30,Monday,4,15:40,16:10,
Ivybridge,Ivybridge1Tuesday,Rattery,Village Hall,"Village Hall, Rattery",-3.776542,50.438936,2017-01-31,Tuesday,4,10:40,11:10,
Ivybridge,Ivybridge1Tuesday,Dean Prior,Cross View,"Cross View, Dean Prior",-3.790349,50.468595,2017-01-31,Tuesday,4,11:20,11:50,
Ivybridge,Ivybridge1Tuesday,Buckfast,Furlong Close,"Furlong Close, Buckfast",-3.779961,50.491046,2017-01-31,Tuesday,4,12:00,12:30,
Ivybridge,Ivybridge1Tuesday,Holne,Church,"Church, Holne",-3.826194,50.51098,2017-01-31,Tuesday,4,13:40,14:00,
Ivybridge,Ivybridge1Wednesday,Aveton Gifford,Village Hall,"Village Hall, Aveton Gifford",-3.71421,50.392163,2017-01-04,Wednesday,4,09:30,10:30,
Ivybridge,Ivybridge1Wednesday,Malborough,Square,"Square, Malborough",-4.353437,50.810269,2017-01-04,Wednesday,4,10:55,11:40,
Ivybridge,Ivybridge1Wednesday,Hope Cove,Weymouth Park,"Weymouth Park, Hope Cove",-3.854576,50.248654,2017-01-04,Wednesday,4,12:10,12:55,
Ivybridge,Ivybridge1Wednesday,Galmpton,Galmpton,"Galmpton, Galmpton",-3.840131,50.249512,2017-01-04,Wednesday,4,13:30,14:00,
Ivybridge,Ivybridge1Wednesday,South Milton,Backshay Close,"Backshay Close, South Milton",-4.30685,50.875036,2017-01-04,Wednesday,4,14:15,15:00,
Ivybridge,Ivybridge1Wednesday,Thurlestone,Village Hall,"Village Hall, Thurlestone",-3.855574,50.274039,2017-01-04,Wednesday,4,15:10,16:10,
Ivybridge,Ivybridge1Thursday,Totnes,St Johnâ€™s Court,"St Johnâ€™s Court, Totnes",-3.686913,50.43482,2017-01-05,Thursday,4,10:00,10:30,
Ivybridge,Ivybridge1Thursday,Totnes,Bridgewater Gardens,"Bridgewater Gardens, Totnes",-3.672376,50.429346,2017-01-05,Thursday,4,10:40,11:00,
Ivybridge,Ivybridge1Thursday,Ashprington,Bus Stop,"Bus Stop, Ashprington",-3.543932,50.872348,2017-01-05,Thursday,4,11:30,12:15,
Ivybridge,Ivybridge1Thursday,Cornworthy,Village Centre,"Village Centre, Cornworthy",-3.557614,50.490468,2017-01-05,Thursday,4,13:15,13:35,
Ivybridge,Ivybridge1Thursday,Capton,Village Centre,"Village Centre, Capton",-3.557614,50.490468,2017-01-05,Thursday,4,13:50,14:10,
Ivybridge,Ivybridge1Thursday,Allaleigh,Crossroads,Allaleigh,-3.675213,50.371119,2017-01-05,Thursday,4,14:20,14:50,
Ivybridge,Ivybridge1Thursday,Harbertonford,Church,"Church, Harbertonford",-3.14698,51.026669,2017-01-05,Thursday,4,15:05,15:40,
